,Lactate_output,Glucose_input,Biomass
3.7313432835820897,0.0,134.0,187.02982
3.7037037037037037,0.0,135.0,187.02982
3.676470588235294,0.0,136.0,187.02982
3.6496350364963503,0.0,137.0,187.02982
3.6231884057971016,0.0,138.0,187.02982
3.597122302158273,0.0,139.0,187.02982
3.5714285714285716,0.0,140.0,187.02982
3.5460992907801416,0.0,141.0,187.02982
3.5211267605633805,0.0,142.0,187.02982
3.4965034965034967,0.0,143.0,187.02982
3.4722222222222223,0.0,144.0,187.02982
3.4482758620689653,0.0,145.0,187.02982
3.4246575342465753,0.0,146.0,187.02982
3.401360544217687,0.0,147.0,187.02982
3.3783783783783785,0.0,148.0,187.02982
3.3557046979865772,0.0,149.0,187.02982
3.3333333333333335,0.0,150.0,187.02982
3.3112582781456954,0.0,151.0,187.02982
3.289473684210526,0.0,152.0,187.02982
3.2679738562091503,0.0,153.0,187.02982
3.2467532467532467,0.0,154.0,187.02982
3.225806451612903,0.0,155.0,187.02982
3.2051282051282053,0.0,156.0,187.02982
3.1847133757961785,0.0,157.0,187.02982
3.1645569620253164,0.0,158.0,187.02982
3.1446540880503147,0.0,159.0,187.02982
3.125,0.0,160.0,187.02982
3.1055900621118013,0.0,161.0,187.02982
3.0864197530864197,0.0,162.0,187.02982
3.067484662576687,0.0,163.0,187.02982
3.048780487804878,0.0,164.0,187.02982
3.0303030303030303,0.0,165.0,187.02982
3.0120481927710845,0.0,166.0,187.02982
2.9940119760479043,0.0,167.0,187.02982
2.9761904761904763,0.0,168.0,187.02982
2.9585798816568047,0.0,169.0,187.02982
2.9411764705882355,0.0,170.0,187.02982
2.9239766081871346,0.0,171.0,187.02982
2.9069767441860463,0.0,172.0,187.02982
2.8901734104046244,0.0,173.0,187.02982
2.8735632183908044,0.0,174.0,187.02982
2.857142857142857,0.0,175.0,187.02982
2.840909090909091,0.0,176.0,187.02982
2.824858757062147,0.0,177.0,187.02982
2.808988764044944,0.0,178.0,187.02982
2.793296089385475,0.0,179.0,187.02982
2.7777777777777777,0.0,180.0,187.02982
2.7624309392265194,0.0,181.0,187.02982
2.7472527472527473,0.0,182.0,187.02982
2.73224043715847,0.0,183.0,187.02982
2.717391304347826,0.0,184.0,187.02982
2.7027027027027026,0.0,185.0,187.02982
2.6881720430107525,0.0,186.0,187.02982
2.6737967914438503,0.0,187.0,187.02982
2.6595744680851063,0.0,188.0,187.02982
2.6455026455026456,0.0,189.0,187.02982
2.6315789473684212,0.0,190.0,187.02982
2.6178010471204187,0.0,191.0,187.02982
2.6041666666666665,0.0,192.0,187.02982
2.5906735751295336,0.0,193.0,187.02982
2.577319587628866,0.0,194.0,187.02982
2.5641025641025643,0.0,195.0,187.02982
2.5510204081632653,0.0,196.0,187.02982
2.5380710659898478,0.0,197.0,187.02982
2.525252525252525,0.0,198.0,187.02982
2.512562814070352,0.0,199.0,187.02982
2.5,0.0,200.0,187.02982
2.487562189054726,0.0,201.0,187.02982
2.4752475247524752,0.0,202.0,187.02982
2.4630541871921183,0.0,203.0,187.02982
2.450980392156863,0.0,204.0,187.02982
2.4390243902439024,0.0,205.0,187.02982
2.4271844660194173,0.0,206.0,187.02982
2.4154589371980677,0.0,207.0,187.02982
2.4038461538461537,0.0,208.0,187.02982
2.3923444976076556,0.0,209.0,187.02982
2.380952380952381,0.0,210.0,187.02982
2.3696682464454977,0.0,211.0,187.02982
2.358490566037736,0.0,212.0,187.02982
2.347417840375587,0.0,213.0,187.02982
2.336448598130841,0.0,214.0,187.02982
2.3255813953488373,0.0,215.0,187.02982
2.314814814814815,0.0,216.0,187.02982
2.304147465437788,0.0,217.0,187.02982
2.293577981651376,0.0,218.0,187.02982
2.2831050228310503,0.0,219.0,187.02982
2.272727272727273,0.0,220.0,187.02982
2.262443438914027,0.0,221.0,187.02982
2.2522522522522523,0.0,222.0,187.02982
2.242152466367713,0.0,223.0,187.02982
2.232142857142857,0.0,224.0,187.02982
2.2222222222222223,0.0,225.0,187.02982
2.2123893805309733,0.0,226.0,187.02982
2.202643171806167,0.0,227.0,187.02982
2.192982456140351,0.0,228.0,187.02982
2.183406113537118,0.0,229.0,187.02982
2.1739130434782608,0.0,230.0,187.02982
2.1645021645021645,0.0,231.0,187.02982
2.1551724137931036,0.0,232.0,187.02982
2.1459227467811157,0.0,233.0,187.02982
2.1367521367521367,0.0,234.0,187.02982
2.127659574468085,0.0,235.0,187.02982
2.1186440677966103,0.0,236.0,187.02982
2.109704641350211,0.0,237.0,187.02982
2.100840336134454,0.0,238.0,187.02982
2.092050209205021,0.0,239.0,187.02982
2.0833333333333335,0.0,240.0,187.02982
2.074688796680498,0.0,241.0,187.02982
2.0661157024793386,0.0,242.0,187.02982
2.05761316872428,0.0,243.0,187.02982
2.0491803278688523,0.0,244.0,187.02982
2.0408163265306123,0.0,245.0,187.02982
2.032520325203252,0.0,246.0,187.02982
2.0242914979757085,0.0,247.0,187.02982
2.0161290322580645,0.0,248.0,187.02982
2.0080321285140563,0.0,249.0,187.02982
2.0,0.0,250.0,187.02982
1.9920318725099602,0.0,251.0,187.02982
1.9841269841269842,0.0,252.0,187.02982
1.976284584980237,0.0,253.0,187.02982
1.968503937007874,0.0,254.0,187.02982
1.9607843137254901,0.0,255.0,187.02982
1.953125,0.0,256.0,187.02982
1.9455252918287937,0.0,257.0,187.02982
1.937984496124031,0.0,258.0,187.02982
1.9305019305019304,0.0,259.0,187.02982
1.9230769230769231,0.0,260.0,187.02982
1.9157088122605364,0.0,261.0,187.02982
1.9083969465648856,0.0,262.0,187.02982
1.9011406844106464,0.0,263.0,187.02982
1.893939393939394,0.0,264.0,187.02982
1.8867924528301887,0.0,265.0,187.02982
1.8796992481203008,0.0,266.0,187.02982
1.8726591760299625,0.0,267.0,187.02982
1.8656716417910448,0.0,268.0,187.02982
1.858736059479554,0.0,269.0,187.02982
1.8518518518518519,0.0,270.0,187.02982
1.845018450184502,0.0,271.0,187.02982
1.838235294117647,0.0,272.0,187.02982
1.8315018315018314,0.0,273.0,187.02982
1.8248175182481752,0.0,274.0,187.02982
1.8181818181818181,0.0,275.0,187.02982
1.8115942028985508,0.0,276.0,187.02982
1.8050541516245486,0.0,277.0,187.02982
1.7985611510791366,0.0,278.0,187.02982
1.7921146953405018,0.0,279.0,187.02982
1.7857142857142858,0.0,280.0,187.02982
1.7793594306049823,0.0,281.0,187.02982
1.7730496453900708,0.0,282.0,187.02982
1.7667844522968197,0.0,283.0,187.02982
1.7605633802816902,0.0,284.0,187.02982
1.7543859649122806,0.0,285.0,187.02982
1.7482517482517483,0.0,286.0,187.02982
1.7421602787456445,0.0,287.0,187.02982
1.7361111111111112,0.0,288.0,187.02982
1.7301038062283738,0.0,289.0,187.02982
1.7241379310344827,0.0,290.0,187.02982
1.7182130584192439,0.0,291.0,187.02982
1.7123287671232876,0.0,292.0,187.02982
1.7064846416382253,0.0,293.0,187.02982
1.7006802721088434,0.0,294.0,187.02982
1.694915254237288,0.0,295.0,187.02982
1.6891891891891893,0.0,296.0,187.02982
1.6835016835016836,0.0,297.0,187.02982
1.6778523489932886,0.0,298.0,187.02982
1.6722408026755853,0.0,299.0,187.02982
1.6666666666666667,0.0,300.0,187.02982
1.6611295681063123,0.0,301.0,187.02982
1.6556291390728477,0.0,302.0,187.02982
1.6501650165016502,0.0,303.0,187.02982
1.644736842105263,0.0,304.0,187.02982
1.639344262295082,0.0,305.0,187.02982
1.6339869281045751,0.0,306.0,187.02982
1.6286644951140066,0.0,307.0,187.02982
1.6233766233766234,0.0,308.0,187.02982
1.6181229773462784,0.0,309.0,187.02982
1.6129032258064515,0.0,310.0,187.02982
1.607717041800643,0.0,311.0,187.02982
1.6025641025641026,0.0,312.0,187.02982
1.597444089456869,0.0,313.0,187.02982
1.5923566878980893,0.0,314.0,187.02982
1.5873015873015872,0.0,315.0,187.02982
1.5822784810126582,0.0,316.0,187.02982
1.5772870662460567,0.0,317.0,187.02982
1.5723270440251573,0.0,318.0,187.02982
1.567398119122257,0.0,319.0,187.02982
1.5625,0.0,320.0,187.02982
1.557632398753894,0.0,321.0,187.02982
1.5527950310559007,0.0,322.0,187.02982
1.5479876160990713,0.0,323.0,187.02982
1.5432098765432098,0.0,324.0,187.02982
1.5384615384615385,0.0,325.0,187.02982
1.5337423312883436,0.0,326.0,187.02982
1.529051987767584,0.0,327.0,187.02982
1.524390243902439,0.0,328.0,187.02982
1.5197568389057752,0.0,329.0,187.02982
1.5151515151515151,0.0,330.0,187.02982
1.5105740181268883,0.0,331.0,187.02982
1.5060240963855422,0.0,332.0,187.02982
1.5015015015015014,0.0,333.0,187.02982
1.4970059880239521,1.2376863,334.0,187.02982
1.492537313432836,3.2376863,335.0,187.02982
1.4880952380952381,5.2376863,336.0,187.02982
1.4836795252225519,7.2376863,337.0,187.02982
1.4792899408284024,9.2376863,338.0,187.02982
1.4749262536873156,11.237686,339.0,187.02982
1.4705882352941178,13.237686,340.0,187.02982
1.466275659824047,15.237686,341.0,187.02982
1.4619883040935673,17.237686,342.0,187.02982
1.4577259475218658,19.237686,343.0,187.02982
1.4534883720930232,21.237686,344.0,187.02982
1.4492753623188406,23.237686,345.0,187.02982
1.4450867052023122,25.237686,346.0,187.02982
1.440922190201729,27.237686,347.0,187.02982
1.4367816091954022,29.237686,348.0,187.02982
1.4326647564469914,31.237686,349.0,187.02982
1.4285714285714286,33.237686,350.0,187.02982
1.4245014245014245,35.237686,351.0,187.02982
1.4204545454545454,37.237686,352.0,187.02982
1.4164305949008498,39.237686,353.0,187.02982
1.4124293785310735,41.237686,354.0,187.02982
1.408450704225352,43.237686,355.0,187.02982
1.404494382022472,45.237686,356.0,187.02982
1.4005602240896358,47.237686,357.0,187.02982
1.3966480446927374,49.237686,358.0,187.02982
1.392757660167131,51.237686,359.0,187.02982
1.3888888888888888,53.237686,360.0,187.02982
1.3850415512465375,55.237686,361.0,187.02982
1.3812154696132597,57.237686,362.0,187.02982
1.3774104683195592,59.237686,363.0,187.02982
1.3736263736263736,61.237686,364.0,187.02982
1.36986301369863,63.237686,365.0,187.02982
1.366120218579235,65.237686,366.0,187.02982
1.3623978201634876,67.237686,367.0,187.02982
1.358695652173913,69.237686,368.0,187.02982
1.3550135501355014,71.237686,369.0,187.02982
1.3513513513513513,73.237686,370.0,187.02982
1.3477088948787062,75.237686,371.0,187.02982
1.3440860215053763,77.237686,372.0,187.02982
1.3404825737265416,79.237686,373.0,187.02982
1.3368983957219251,81.237686,374.0,187.02982
1.3333333333333333,83.237686,375.0,187.02982
1.3297872340425532,85.237686,376.0,187.02982
1.3262599469496021,87.237686,377.0,187.02982
1.3227513227513228,89.237686,378.0,187.02982
1.3192612137203166,91.237686,379.0,187.02982
1.3157894736842106,93.237686,380.0,187.02982
1.3123359580052494,95.237686,381.0,187.02982
1.3089005235602094,97.237686,382.0,187.02982
1.3054830287206267,99.237686,383.0,187.02982
1.3020833333333333,101.23769,384.0,187.02982
1.2987012987012987,103.23769,385.0,187.02982
1.2953367875647668,105.23769,386.0,187.02982
1.2919896640826873,107.23769,387.0,187.02982
1.288659793814433,109.23769,388.0,187.02982
1.2853470437017995,111.23769,389.0,187.02982
1.2820512820512822,113.23769,390.0,187.02982
1.278772378516624,115.23769,391.0,187.02982
1.2755102040816326,117.23769,392.0,187.02982
1.272264631043257,119.23769,393.0,187.02982
1.2690355329949239,121.23769,394.0,187.02982
1.2658227848101267,123.23769,395.0,187.02982
1.2626262626262625,125.23769,396.0,187.02982
1.2594458438287153,127.23769,397.0,187.02982
1.256281407035176,129.23769,398.0,187.02982
1.2531328320802004,131.23769,399.0,187.02982
1.25,133.23769,400.0,187.02982
1.2468827930174564,135.23769,401.0,187.02982
1.243781094527363,137.23769,402.0,187.02982
1.2406947890818858,139.23769,403.0,187.02982
1.2376237623762376,141.23769,404.0,187.02982
1.2345679012345678,143.23769,405.0,187.02982
1.2315270935960592,145.23769,406.0,187.02982
1.2285012285012284,147.23769,407.0,187.02982
1.2254901960784315,149.23769,408.0,187.02982
1.2224938875305624,151.23769,409.0,187.02982
1.2195121951219512,153.23769,410.0,187.02982
1.2165450121654502,155.23769,411.0,187.02982
1.2135922330097086,157.23769,412.0,187.02982
1.2106537530266344,159.23769,413.0,187.02982
1.2077294685990339,161.23769,414.0,187.02982
1.2048192771084338,163.23769,415.0,187.02982
1.2019230769230769,165.23769,416.0,187.02982
1.1990407673860912,167.23769,417.0,187.02982
1.1961722488038278,169.23769,418.0,187.02982
1.1933174224343674,171.23769,419.0,187.02982
1.1904761904761905,173.23769,420.0,187.02982
1.187648456057007,175.23769,421.0,187.02982
1.1848341232227488,177.23769,422.0,187.02982
1.1820330969267139,179.23769,423.0,187.02982
1.179245283018868,181.23769,424.0,187.02982
1.1764705882352942,183.23769,425.0,187.02982
1.1737089201877935,185.23769,426.0,187.02982
1.17096018735363,187.23769,427.0,187.02982
1.1682242990654206,189.23769,428.0,187.02982
1.1655011655011656,191.23769,429.0,187.02982
1.1627906976744187,193.23769,430.0,187.02982
1.160092807424594,195.23769,431.0,187.02982
1.1574074074074074,197.23769,432.0,187.02982
1.1547344110854503,199.23769,433.0,187.02982
1.152073732718894,201.23769,434.0,187.02982
1.1494252873563218,203.23769,435.0,187.02982
1.146788990825688,205.23769,436.0,187.02982
1.1441647597254005,207.23769,437.0,187.02982
1.1415525114155252,209.23769,438.0,187.02982
1.1389521640091116,211.23769,439.0,187.02982
1.1363636363636365,213.23769,440.0,187.02982
1.1337868480725624,215.23769,441.0,187.02982
1.1312217194570136,217.23769,442.0,187.02982
1.1286681715575622,219.23769,443.0,187.02982
1.1261261261261262,221.23769,444.0,187.02982
1.1235955056179776,223.23769,445.0,187.02982
1.1210762331838564,225.23769,446.0,187.02982
1.1185682326621924,227.23769,447.0,187.02982
1.1160714285714286,229.23769,448.0,187.02982
1.1135857461024499,231.23769,449.0,187.02982
1.1111111111111112,233.23769,450.0,187.02982
1.1086474501108647,235.23769,451.0,187.02982
1.1061946902654867,237.23769,452.0,187.02982
1.1037527593818985,239.23769,453.0,187.02982
1.1013215859030836,241.23769,454.0,187.02982
1.098901098901099,243.23769,455.0,187.02982
1.0964912280701755,245.23769,456.0,187.02982
1.0940919037199124,247.23769,457.0,187.02982
1.091703056768559,249.23769,458.0,187.02982
1.0893246187363834,251.23769,459.0,187.02982
1.0869565217391304,253.23769,460.0,187.02982
1.0845986984815619,255.23769,461.0,187.02982
1.0822510822510822,257.23769,462.0,187.02982
1.079913606911447,259.23769,463.0,187.02982
1.0775862068965518,261.23769,464.0,187.02982
1.075268817204301,263.23769,465.0,187.02982
1.0729613733905579,265.23769,466.0,187.02982
1.0706638115631693,267.23769,467.0,187.02982
1.0683760683760684,269.23769,468.0,187.02982
1.0660980810234542,271.23769,469.0,187.02982
1.0638297872340425,273.23769,470.0,187.02982
1.0615711252653928,275.23769,471.0,187.02982
1.0593220338983051,277.23769,472.0,187.02982
1.0570824524312896,279.23769,473.0,187.02982
1.0548523206751055,281.23769,474.0,187.02982
1.0526315789473684,283.23769,475.0,187.02982
1.050420168067227,285.23769,476.0,187.02982
1.0482180293501049,287.23769,477.0,187.02982
1.0460251046025104,289.23769,478.0,187.02982
1.0438413361169103,291.23769,479.0,187.02982
1.0416666666666667,293.23769,480.0,187.02982
1.0395010395010396,295.23769,481.0,187.02982
1.037344398340249,297.23769,482.0,187.02982
1.0351966873706004,299.23769,483.0,187.02982
1.0330578512396693,301.23769,484.0,187.02982
1.0309278350515463,303.23769,485.0,187.02982
1.02880658436214,305.23769,486.0,187.02982
1.0266940451745379,307.23769,487.0,187.02982
1.0245901639344261,309.23769,488.0,187.02982
1.0224948875255624,311.23769,489.0,187.02982
1.0204081632653061,313.23769,490.0,187.02982
1.0183299389002036,315.23769,491.0,187.02982
1.016260162601626,317.23769,492.0,187.02982
1.0141987829614605,319.23769,493.0,187.02982
1.0121457489878543,321.23769,494.0,187.02982
1.0101010101010102,323.23769,495.0,187.02982
1.0080645161290323,325.23769,496.0,187.02982
1.0060362173038229,327.23769,497.0,187.02982
1.0040160642570282,329.23769,498.0,187.02982
1.002004008016032,331.23769,499.0,187.02982
1.0,333.23769,500.0,187.02982
0.998003992015968,335.23769,501.0,187.02982
0.9960159362549801,337.23769,502.0,187.02982
0.9940357852882704,339.23769,503.0,187.02982
0.9920634920634921,341.23769,504.0,187.02982
0.9900990099009901,343.23769,505.0,187.02982
0.9881422924901185,345.23769,506.0,187.02982
0.9861932938856016,347.23769,507.0,187.02982
0.984251968503937,349.23769,508.0,187.02982
0.9823182711198428,351.23769,509.0,187.02982
0.9803921568627451,353.23769,510.0,187.02982
0.9784735812133072,355.23769,511.0,187.02982
0.9765625,357.23769,512.0,187.02982
0.9746588693957114,359.23769,513.0,187.02982
0.9727626459143969,361.23769,514.0,187.02982
0.970873786407767,363.23769,515.0,187.02982
0.9689922480620154,365.23769,516.0,187.02982
0.9671179883945842,367.23769,517.0,187.02982
0.9652509652509652,369.23769,518.0,187.02982
0.9633911368015414,371.23769,519.0,187.02982
0.9615384615384616,373.23769,520.0,187.02982
0.9596928982725528,375.23769,521.0,187.02982
0.9578544061302682,377.23769,522.0,187.02982
0.9560229445506692,379.23769,523.0,187.02982
0.9541984732824428,381.23769,524.0,187.02982
0.9523809523809523,383.23769,525.0,187.02982
0.9505703422053232,385.23769,526.0,187.02982
0.9487666034155597,387.23769,527.0,187.02982
0.946969696969697,389.23769,528.0,187.02982
0.945179584120983,391.23769,529.0,187.02982
0.9433962264150944,393.23769,530.0,187.02982
0.9416195856873822,395.23769,531.0,187.02982
0.9398496240601504,397.23769,532.0,187.02982
0.9380863039399625,399.23769,533.0,187.02982
0.9363295880149812,401.23769,534.0,187.02982
0.9345794392523364,403.23769,535.0,187.02982
0.9328358208955224,405.23769,536.0,187.02982
0.931098696461825,407.23769,537.0,187.02982
0.929368029739777,409.23769,538.0,187.02982
0.9276437847866419,411.23769,539.0,187.02982
0.9259259259259259,413.23769,540.0,187.02982
0.9242144177449169,415.23769,541.0,187.02982
0.922509225092251,417.23769,542.0,187.02982
0.9208103130755064,419.23769,543.0,187.02982
0.9191176470588235,421.23769,544.0,187.02982
0.9174311926605505,423.23769,545.0,187.02982
0.9157509157509157,425.23769,546.0,187.02982
0.9140767824497258,427.23769,547.0,187.02982
0.9124087591240876,429.23769,548.0,187.02982
0.9107468123861566,431.23769,549.0,187.02982
0.9090909090909091,433.23769,550.0,187.02982
0.9074410163339383,435.23769,551.0,187.02982
0.9057971014492754,437.23769,552.0,187.02982
0.9041591320072333,439.23769,553.0,187.02982
0.9025270758122743,441.23769,554.0,187.02982
0.9009009009009009,443.23769,555.0,187.02982
0.8992805755395683,445.23769,556.0,187.02982
0.8976660682226212,447.23769,557.0,187.02982
0.8960573476702509,449.23769,558.0,187.02982
0.8944543828264758,451.23769,559.0,187.02982
0.8928571428571429,453.23769,560.0,187.02982
0.8912655971479501,455.23769,561.0,187.02982
0.8896797153024911,457.23769,562.0,187.02982
0.8880994671403197,459.23769,563.0,187.02982
0.8865248226950354,461.23769,564.0,187.02982
0.8849557522123894,463.23769,565.0,187.02982
0.8833922261484098,465.23769,566.0,187.02982
0.8818342151675485,467.23769,567.0,187.02982
0.8802816901408451,469.23769,568.0,187.02982
0.8787346221441125,471.23769,569.0,187.02982
0.8771929824561403,473.23769,570.0,187.02982
0.8756567425569177,475.23769,571.0,187.02982
0.8741258741258742,477.23769,572.0,187.02982
0.8726003490401396,479.23769,573.0,187.02982
0.8710801393728222,481.23769,574.0,187.02982
0.8695652173913043,483.23769,575.0,187.02982
0.8680555555555556,485.23769,576.0,187.02982
0.8665511265164645,487.23769,577.0,187.02982
0.8650519031141869,489.23769,578.0,187.02982
0.8635578583765112,491.23769,579.0,187.02982
0.8620689655172413,493.23769,580.0,187.02982
0.8605851979345955,495.23769,581.0,187.02982
0.8591065292096219,497.23769,582.0,187.02982
0.8576329331046312,499.23769,583.0,187.02982
0.8561643835616438,501.23769,584.0,187.02982
0.8547008547008547,503.23769,585.0,187.02982
0.8532423208191127,505.23769,586.0,187.02982
0.8517887563884157,507.23769,587.0,187.02982
0.8503401360544217,509.23769,588.0,187.02982
0.8488964346349746,511.23769,589.0,187.02982
0.847457627118644,513.23769,590.0,187.02982
0.8460236886632826,515.23769,591.0,187.02982
0.8445945945945946,517.23769,592.0,187.02982
0.8431703204047217,519.23769,593.0,187.02982
0.8417508417508418,521.23769,594.0,187.02982
0.8403361344537815,523.23769,595.0,187.02982
0.8389261744966443,525.23769,596.0,187.02982
0.8375209380234506,527.23769,597.0,187.02982
0.8361204013377926,529.23769,598.0,187.02982
