,Lactate,Malate,Fumarate,Biomass,CO2,R00268,R00405,R02740,R00351
1.4367816091954022,0.0,366.43503,100.0,140.40983,461.63214,142.68905,-142.68905,348.0,-142.68905
1.4326647564469914,0.0,368.58137,100.0,140.48581,458.90575,142.4957,-142.4957,349.0,-142.4957
1.4285714285714286,0.0,370.72771,100.0,140.56179,456.17936,142.30235,-142.30235,350.0,-142.30235
1.4245014245014245,0.0,372.87405,100.0,140.63777,453.45297,142.109,-142.109,351.0,-142.109
1.4204545454545454,0.0,375.02039,100.0,140.71375,450.72658,141.91565,-141.91565,352.0,-141.91565
1.4164305949008498,0.0,377.16672,100.0,140.78973,448.00019,141.7223,-141.7223,353.0,-141.7223
1.4124293785310735,0.0,379.31306,100.0,140.86571,445.2738,141.52895,-141.52895,354.0,-141.52895
1.408450704225352,0.0,381.4594,100.0,140.94169,442.54741,141.3356,-141.3356,355.0,-141.3356
1.404494382022472,0.0,383.60574,100.0,141.01767,439.82102,141.14225,-141.14225,356.0,-141.14225
1.4005602240896358,0.0,385.75208,100.0,141.09365,437.09463,140.9489,-140.9489,357.0,-140.9489
1.3966480446927374,0.0,387.89842,100.0,141.16963,434.36824,140.75555,-140.75555,358.0,-140.75555
1.392757660167131,0.0,390.04476,100.0,141.24561,431.64185,140.5622,-140.5622,359.0,-140.5622
1.3888888888888888,0.0,392.1911,100.0,141.32159,428.91546,140.36885,-140.36885,360.0,-140.36885
1.3850415512465375,0.0,394.33744,100.0,141.39757,426.18907,140.1755,-140.1755,361.0,-140.1755
1.3812154696132597,0.0,396.48378,100.0,141.47355,423.46268,139.98215,-139.98215,362.0,-139.98215
1.3774104683195592,0.0,398.63012,100.0,141.54952,420.73629,139.7888,-139.7888,363.0,-139.7888
1.3736263736263736,0.0,400.77646,100.0,141.6255,418.0099,139.59545,-139.59545,364.0,-139.59545
1.36986301369863,0.0,402.9228,100.0,141.70148,415.28351,139.4021,-139.4021,365.0,-139.4021
1.366120218579235,0.0,405.06914,100.0,141.77746,412.55713,139.20875,-139.20875,366.0,-139.20875
1.3623978201634876,0.0,407.21547,100.0,141.85344,409.83074,139.0154,-139.0154,367.0,-139.0154
1.358695652173913,0.0,409.36181,100.0,141.92942,407.10435,138.82205,-138.82205,368.0,-138.82205
1.3550135501355014,0.0,411.50815,100.0,142.0054,404.37796,138.6287,-138.6287,369.0,-138.6287
1.3513513513513513,0.0,413.65449,100.0,142.08138,401.65157,138.43535,-138.43535,370.0,-138.43535
1.3477088948787062,0.0,415.80083,100.0,142.15736,398.92518,138.242,-138.242,371.0,-138.242
1.3440860215053763,0.0,417.94717,100.0,142.23334,396.19879,138.04865,-138.04865,372.0,-138.04865
1.3404825737265416,0.0,420.09351,100.0,142.30932,393.4724,137.8553,-137.8553,373.0,-137.8553
1.3368983957219251,0.0,422.23985,100.0,142.3853,390.74601,137.66195,-137.66195,374.0,-137.66195
1.3333333333333333,0.0,424.38619,100.0,142.46128,388.01962,137.4686,-137.4686,375.0,-137.4686
1.3297872340425532,0.0,426.53253,100.0,142.53726,385.29323,137.27525,-137.27525,376.0,-137.27525
1.3262599469496021,0.0,428.67887,100.0,142.61324,382.56684,137.0819,-137.0819,377.0,-137.0819
1.3227513227513228,0.0,430.82521,100.0,142.68921,379.84045,136.88855,-136.88855,378.0,-136.88855
1.3192612137203166,0.0,432.97155,100.0,142.76519,377.11406,136.6952,-136.6952,379.0,-136.6952
1.3157894736842106,0.0,435.11789,100.0,142.84117,374.38767,136.50185,-136.50185,380.0,-136.50185
1.3123359580052494,0.0,437.26422,100.0,142.91715,371.66128,136.3085,-136.3085,381.0,-136.3085
1.3089005235602094,0.0,439.41056,100.0,142.99313,368.93489,136.11515,-136.11515,382.0,-136.11515
1.3054830287206267,0.0,441.5569,100.0,143.06911,366.2085,135.9218,-135.9218,383.0,-135.9218
1.3020833333333333,0.0,443.70324,100.0,143.14509,363.48211,135.72845,-135.72845,384.0,-135.72845
1.2987012987012987,0.0,445.84958,100.0,143.22107,360.75572,135.5351,-135.5351,385.0,-135.5351
1.2953367875647668,0.0,447.99592,100.0,143.29705,358.02933,135.34175,-135.34175,386.0,-135.34175
1.2919896640826873,0.0,450.14226,100.0,143.37303,355.30294,135.1484,-135.1484,387.0,-135.1484
1.288659793814433,0.0,452.2886,100.0,143.44901,352.57656,134.95505,-134.95505,388.0,-134.95505
1.2853470437017995,0.0,454.43494,100.0,143.52499,349.85017,134.7617,-134.7617,389.0,-134.7617
1.2820512820512822,0.0,456.58128,100.0,143.60097,347.12378,134.56835,-134.56835,390.0,-134.56835
1.278772378516624,0.0,458.72762,100.0,143.67695,344.39739,134.375,-134.375,391.0,-134.375
1.2755102040816326,0.0,460.87396,100.0,143.75293,341.671,134.18165,-134.18165,392.0,-134.18165
1.272264631043257,0.0,463.0203,100.0,143.82891,338.94461,133.9883,-133.9883,393.0,-133.9883
1.2690355329949239,0.0,465.16664,100.0,143.90488,336.21822,133.79495,-133.79495,394.0,-133.79495
1.2658227848101267,0.0,467.31297,100.0,143.98086,333.49183,133.6016,-133.6016,395.0,-133.6016
1.2626262626262625,0.0,469.45931,100.0,144.05684,330.76544,133.40825,-133.40825,396.0,-133.40825
1.2594458438287153,0.0,471.60565,100.0,144.13282,328.03905,133.2149,-133.2149,397.0,-133.2149
1.256281407035176,0.0,473.75199,100.0,144.2088,325.31266,133.02155,-133.02155,398.0,-133.02155
1.2531328320802004,0.0,475.89833,100.0,144.28478,322.58627,132.8282,-132.8282,399.0,-132.8282
1.25,0.0,478.04467,100.0,144.36076,319.85988,132.63485,-132.63485,400.0,-132.63485
1.2468827930174564,0.0,480.19101,100.0,144.43674,317.13349,132.4415,-132.4415,401.0,-132.4415
1.243781094527363,0.0,482.33735,100.0,144.51272,314.4071,132.24815,-132.24815,402.0,-132.24815
1.2406947890818858,0.0,484.48369,100.0,144.5887,311.68071,132.0548,-132.0548,403.0,-132.0548
1.2376237623762376,0.0,486.63003,100.0,144.66468,308.95432,131.86145,-131.86145,404.0,-131.86145
1.2345679012345678,0.0,488.77637,100.0,144.74066,306.22793,131.6681,-131.6681,405.0,-131.6681
1.2315270935960592,0.0,490.92271,100.0,144.81664,303.50154,131.47475,-131.47475,406.0,-131.47475
1.2285012285012284,0.0,493.06905,100.0,144.89262,300.77515,131.2814,-131.2814,407.0,-131.2814
1.2254901960784315,0.0,495.21539,100.0,144.9686,298.04876,131.08805,-131.08805,408.0,-131.08805
1.2224938875305624,0.0,497.36173,100.0,145.04457,295.32237,130.8947,-130.8947,409.0,-130.8947
1.2195121951219512,0.0,499.50806,100.0,145.12055,292.59599,130.70135,-130.70135,410.0,-130.70135
1.2165450121654502,0.0,501.6544,100.0,145.19653,289.8696,130.508,-130.508,411.0,-130.508
1.2135922330097086,0.0,503.80074,100.0,145.27251,287.14321,130.31465,-130.31465,412.0,-130.31465
1.2106537530266344,0.0,505.94708,100.0,145.34849,284.41682,130.1213,-130.1213,413.0,-130.1213
1.2077294685990339,0.0,508.09342,100.0,145.42447,281.69043,129.92795,-129.92795,414.0,-129.92795
1.2048192771084338,0.0,510.23976,100.0,145.50045,278.96404,129.7346,-129.7346,415.0,-129.7346
1.2019230769230769,0.0,512.3861,100.0,145.57643,276.23765,129.54125,-129.54125,416.0,-129.54125
1.1990407673860912,0.0,514.53244,100.0,145.65241,273.51126,129.3479,-129.3479,417.0,-129.3479
1.1961722488038278,0.0,516.67878,100.0,145.72839,270.78487,129.15455,-129.15455,418.0,-129.15455
1.1933174224343674,0.0,518.82512,100.0,145.80437,268.05848,128.9612,-128.9612,419.0,-128.9612
1.1904761904761905,0.0,520.97146,100.0,145.88035,265.33209,128.76785,-128.76785,420.0,-128.76785
1.187648456057007,0.0,523.1178,100.0,145.95633,262.6057,128.5745,-128.5745,421.0,-128.5745
1.1848341232227488,0.0,525.26414,100.0,146.03231,259.87931,128.38115,-128.38115,422.0,-128.38115
1.1820330969267139,0.0,527.41048,100.0,146.10829,257.15292,128.1878,-128.1878,423.0,-128.1878
1.179245283018868,0.0,529.55681,100.0,146.18426,254.42653,127.99445,-127.99445,424.0,-127.99445
1.1764705882352942,0.0,531.70315,100.0,146.26024,251.70014,127.8011,-127.8011,425.0,-127.8011
1.1737089201877935,0.0,533.84949,100.0,146.33622,248.97375,127.60775,-127.60775,426.0,-127.60775
1.17096018735363,0.0,535.99583,100.0,146.4122,246.24736,127.4144,-127.4144,427.0,-127.4144
1.1682242990654206,0.0,538.14217,100.0,146.48818,243.52097,127.22105,-127.22105,428.0,-127.22105
1.1655011655011656,0.0,540.28851,100.0,146.56416,240.79458,127.0277,-127.0277,429.0,-127.0277
1.1627906976744187,0.0,542.43485,100.0,146.64014,238.06819,126.83435,-126.83435,430.0,-126.83435
1.160092807424594,0.0,544.58119,100.0,146.71612,235.34181,126.641,-126.641,431.0,-126.641
1.1574074074074074,0.0,546.72753,100.0,146.7921,232.61542,126.44765,-126.44765,432.0,-126.44765
1.1547344110854503,0.0,548.87387,100.0,146.86808,229.88903,126.2543,-126.2543,433.0,-126.2543
1.152073732718894,0.0,551.02021,100.0,146.94406,227.16264,126.06095,-126.06095,434.0,-126.06095
1.1494252873563218,0.0,553.16655,100.0,147.02004,224.43625,125.8676,-125.8676,435.0,-125.8676
1.146788990825688,0.0,555.31289,100.0,147.09602,221.70986,125.67425,-125.67425,436.0,-125.67425
1.1441647597254005,0.0,557.45923,100.0,147.172,218.98347,125.4809,-125.4809,437.0,-125.4809
1.1415525114155252,0.0,559.60556,100.0,147.24798,216.25708,125.28755,-125.28755,438.0,-125.28755
1.1389521640091116,0.0,561.7519,100.0,147.32396,213.53069,125.0942,-125.0942,439.0,-125.0942
1.1363636363636365,0.0,563.89824,100.0,147.39993,210.8043,124.90085,-124.90085,440.0,-124.90085
1.1337868480725624,0.0,566.04458,100.0,147.47591,208.07791,124.7075,-124.7075,441.0,-124.7075
1.1312217194570136,0.0,568.19092,100.0,147.55189,205.35152,124.51415,-124.51415,442.0,-124.51415
1.1286681715575622,0.0,570.33726,100.0,147.62787,202.62513,124.3208,-124.3208,443.0,-124.3208
1.1261261261261262,0.0,572.4836,100.0,147.70385,199.89874,124.12745,-124.12745,444.0,-124.12745
1.1235955056179776,0.0,574.62994,100.0,147.77983,197.17235,123.9341,-123.9341,445.0,-123.9341
1.1210762331838564,0.0,576.77628,100.0,147.85581,194.44596,123.74075,-123.74075,446.0,-123.74075
1.1185682326621924,0.0,578.92262,100.0,147.93179,191.71957,123.5474,-123.5474,447.0,-123.5474
1.1160714285714286,0.0,581.06896,100.0,148.00777,188.99318,123.35405,-123.35405,448.0,-123.35405
1.1135857461024499,0.0,583.2153,100.0,148.08375,186.26679,123.1607,-123.1607,449.0,-123.1607
1.1111111111111112,0.0,585.36164,100.0,148.15973,183.5404,122.96735,-122.96735,450.0,-122.96735
1.1086474501108647,0.0,587.50798,100.0,148.23571,180.81401,122.774,-122.774,451.0,-122.774
1.1061946902654867,0.0,589.65432,100.0,148.31169,178.08762,122.58065,-122.58065,452.0,-122.58065
1.1037527593818985,0.0,591.80065,100.0,148.38767,175.36124,122.3873,-122.3873,453.0,-122.3873
1.1013215859030836,0.0,593.94699,100.0,148.46365,172.63485,122.19395,-122.19395,454.0,-122.19395
1.098901098901099,0.0,596.09333,100.0,148.53962,169.90846,122.0006,-122.0006,455.0,-122.0006
1.0964912280701755,0.0,598.23967,100.0,148.6156,167.18207,121.80725,-121.80725,456.0,-121.80725
1.0940919037199124,0.0,600.38601,100.0,148.69158,164.45568,121.6139,-121.6139,457.0,-121.6139
1.091703056768559,0.0,602.53235,100.0,148.76756,161.72929,121.42055,-121.42055,458.0,-121.42055
1.0893246187363834,0.0,604.67869,100.0,148.84354,159.0029,121.2272,-121.2272,459.0,-121.2272
1.0869565217391304,0.0,606.82503,100.0,148.91952,156.27651,121.03385,-121.03385,460.0,-121.03385
1.0845986984815619,0.0,608.97137,100.0,148.9955,153.55012,120.8405,-120.8405,461.0,-120.8405
1.0822510822510822,0.0,611.11771,100.0,149.07148,150.82373,120.64715,-120.64715,462.0,-120.64715
1.079913606911447,0.0,613.26405,100.0,149.14746,148.09734,120.4538,-120.4538,463.0,-120.4538
1.0775862068965518,0.0,615.41039,100.0,149.22344,145.37095,120.26045,-120.26045,464.0,-120.26045
1.075268817204301,0.0,617.55673,100.0,149.29942,142.64456,120.0671,-120.0671,465.0,-120.0671
1.0729613733905579,0.0,619.70307,100.0,149.3754,139.91817,119.87375,-119.87375,466.0,-119.87375
1.0706638115631693,0.0,621.8494,100.0,149.45138,137.19178,119.6804,-119.6804,467.0,-119.6804
1.0683760683760684,0.0,623.99574,100.0,149.52736,134.46539,119.48705,-119.48705,468.0,-119.48705
1.0660980810234542,0.0,626.14208,100.0,149.60334,131.739,119.2937,-119.2937,469.0,-119.2937
1.0638297872340425,0.0,628.28842,100.0,149.67931,129.01261,119.10035,-119.10035,470.0,-119.10035
1.0615711252653928,0.0,630.43476,100.0,149.75529,126.28622,118.907,-118.907,471.0,-118.907
1.0593220338983051,0.0,632.5811,100.0,149.83127,123.55983,118.71365,-118.71365,472.0,-118.71365
1.0570824524312896,0.0,634.72744,100.0,149.90725,120.83344,118.5203,-118.5203,473.0,-118.5203
1.0548523206751055,0.0,636.87378,100.0,149.98323,118.10706,118.32694,-118.32694,474.0,-118.32694
1.0526315789473684,0.0,639.02012,100.0,150.05921,115.38067,118.13359,-118.13359,475.0,-118.13359
1.050420168067227,0.0,641.16646,100.0,150.13519,112.65428,117.94024,-117.94024,476.0,-117.94024
1.0482180293501049,0.0,643.3128,100.0,150.21117,109.92789,117.74689,-117.74689,477.0,-117.74689
1.0460251046025104,0.0,645.45914,100.0,150.28715,107.2015,117.55354,-117.55354,478.0,-117.55354
1.0438413361169103,0.0,647.60548,100.0,150.36313,104.47511,117.36019,-117.36019,479.0,-117.36019
1.0416666666666667,0.0,649.75182,100.0,150.43911,101.74872,117.16684,-117.16684,480.0,-117.16684
1.0395010395010396,0.0,651.89815,100.0,150.51509,99.022328,116.97349,-116.97349,481.0,-116.97349
1.037344398340249,0.0,654.04449,100.0,150.59107,96.295939,116.78014,-116.78014,482.0,-116.78014
1.0351966873706004,0.0,656.19083,100.0,150.66705,93.569549,116.58679,-116.58679,483.0,-116.58679
1.0330578512396693,0.0,658.33717,100.0,150.74303,90.84316,116.39344,-116.39344,484.0,-116.39344
1.0309278350515463,0.0,660.48351,100.0,150.81901,88.11677,116.20009,-116.20009,485.0,-116.20009
1.02880658436214,0.0,662.62985,100.0,150.89498,85.390381,116.00674,-116.00674,486.0,-116.00674
1.0266940451745379,0.0,664.77619,100.0,150.97096,82.663991,115.81339,-115.81339,487.0,-115.81339
1.0245901639344261,0.0,666.92253,100.0,151.04694,79.937602,115.62004,-115.62004,488.0,-115.62004
1.0224948875255624,0.0,669.06887,100.0,151.12292,77.211212,115.42669,-115.42669,489.0,-115.42669
1.0204081632653061,0.0,671.21521,100.0,151.1989,74.484823,115.23334,-115.23334,490.0,-115.23334
1.0183299389002036,0.0,673.36155,100.0,151.27488,71.758433,115.03999,-115.03999,491.0,-115.03999
1.016260162601626,0.0,675.50789,100.0,151.35086,69.032043,114.84664,-114.84664,492.0,-114.84664
1.0141987829614605,0.0,677.65423,100.0,151.42684,66.305654,114.65329,-114.65329,493.0,-114.65329
1.0121457489878543,0.0,679.80057,100.0,151.50282,63.579264,114.45994,-114.45994,494.0,-114.45994
1.0101010101010102,0.0,681.94691,100.0,151.5788,60.852875,114.26659,-114.26659,495.0,-114.26659
1.0080645161290323,0.0,684.09324,100.0,151.65478,58.126485,114.07324,-114.07324,496.0,-114.07324
1.0060362173038229,0.0,686.23958,100.0,151.73076,55.400096,113.87989,-113.87989,497.0,-113.87989
1.0040160642570282,0.0,688.38592,100.0,151.80674,52.673706,113.68654,-113.68654,498.0,-113.68654
1.002004008016032,0.0,690.53226,100.0,151.88272,49.947317,113.49319,-113.49319,499.0,-113.49319
1.0,0.0,692.6786,100.0,151.9587,47.220927,113.29984,-113.29984,500.0,-113.29984
0.998003992015968,0.0,694.82494,100.0,152.03467,44.494538,113.10649,-113.10649,501.0,-113.10649
0.9960159362549801,0.0,696.97128,100.0,152.11065,41.768148,112.91314,-112.91314,502.0,-112.91314
0.9940357852882704,0.0,699.11762,100.0,152.18663,39.041759,112.71979,-112.71979,503.0,-112.71979
0.9920634920634921,0.0,701.26396,100.0,152.26261,36.315369,112.52644,-112.52644,504.0,-112.52644
0.9900990099009901,0.0,703.4103,100.0,152.33859,33.588979,112.33309,-112.33309,505.0,-112.33309
0.9881422924901185,0.0,705.55664,100.0,152.41457,30.86259,112.13974,-112.13974,506.0,-112.13974
0.9861932938856016,0.0,707.70298,100.0,152.49055,28.1362,111.94639,-111.94639,507.0,-111.94639
0.984251968503937,0.0,709.84932,100.0,152.56653,25.409811,111.75304,-111.75304,508.0,-111.75304
0.9823182711198428,0.0,711.99566,100.0,152.64251,22.683421,111.55969,-111.55969,509.0,-111.55969
0.9803921568627451,0.0,714.14199,100.0,152.71849,19.957032,111.36634,-111.36634,510.0,-111.36634
0.9784735812133072,0.0,716.28833,100.0,152.79447,17.230642,111.17299,-111.17299,511.0,-111.17299
0.9765625,0.0,718.43467,100.0,152.87045,14.504253,110.97964,-110.97964,512.0,-110.97964
0.9746588693957114,0.0,720.58101,100.0,152.94643,11.777863,110.78629,-110.78629,513.0,-110.78629
0.9727626459143969,0.0,722.72735,100.0,153.02241,9.0514736,110.59294,-110.59294,514.0,-110.59294
0.970873786407767,0.0,724.87369,100.0,153.09839,6.3250841,110.39959,-110.39959,515.0,-110.39959
0.9689922480620154,0.0,727.02003,100.0,153.17436,3.5986946,110.20624,-110.20624,516.0,-110.20624
0.9671179883945842,0.0,729.16637,100.0,153.25034,0.87230502,110.01289,-110.01289,517.0,-110.01289
0.9652509652509652,1.8540845,729.45862,100.0,153.32632,0.0,109.81954,-109.81954,518.0,-109.81954
0.9633911368015414,4.580474,728.87857,100.0,153.4023,0.0,109.62619,-109.62619,519.0,-109.62619
0.9615384615384616,7.3068636,728.29852,100.0,153.47828,0.0,109.43284,-109.43284,520.0,-109.43284
0.9596928982725528,10.033253,727.71847,100.0,153.55426,0.0,109.23949,-109.23949,521.0,-109.23949
0.9578544061302682,12.759643,727.13842,100.0,153.63024,0.0,109.04614,-109.04614,522.0,-109.04614
0.9560229445506692,15.486032,726.55837,100.0,153.70622,0.0,108.85279,-108.85279,523.0,-108.85279
0.9541984732824428,18.212422,725.97832,100.0,153.7822,0.0,108.65944,-108.65944,524.0,-108.65944
0.9523809523809523,20.938811,725.39827,100.0,153.85818,0.0,108.46609,-108.46609,525.0,-108.46609
0.9505703422053232,23.665201,724.81822,100.0,153.93416,0.0,108.27274,-108.27274,526.0,-108.27274
0.9487666034155597,26.39159,724.23817,100.0,154.01014,0.0,108.07939,-108.07939,527.0,-108.07939
0.946969696969697,29.11798,723.65812,100.0,154.08612,0.0,107.88604,-107.88604,528.0,-107.88604
0.945179584120983,31.844369,723.07807,100.0,154.1621,0.0,107.69269,-107.69269,529.0,-107.69269
0.9433962264150944,34.570759,722.49802,100.0,154.23808,0.0,107.49934,-107.49934,530.0,-107.49934
0.9416195856873822,37.297148,721.91797,100.0,154.31406,0.0,107.30599,-107.30599,531.0,-107.30599
0.9398496240601504,40.023538,721.33792,100.0,154.39003,0.0,107.11264,-107.11264,532.0,-107.11264
0.9380863039399625,42.749928,720.75787,100.0,154.46601,0.0,106.91929,-106.91929,533.0,-106.91929
0.9363295880149812,45.476317,720.17782,100.0,154.54199,0.0,106.72594,-106.72594,534.0,-106.72594
0.9345794392523364,48.202707,719.59777,100.0,154.61797,0.0,106.53259,-106.53259,535.0,-106.53259
0.9328358208955224,50.929096,719.01772,100.0,154.69395,0.0,106.33924,-106.33924,536.0,-106.33924
0.931098696461825,53.655486,718.43767,100.0,154.76993,0.0,106.14589,-106.14589,537.0,-106.14589
0.929368029739777,56.381875,717.85762,100.0,154.84591,0.0,105.95254,-105.95254,538.0,-105.95254
0.9276437847866419,59.108265,717.27757,100.0,154.92189,0.0,105.75919,-105.75919,539.0,-105.75919
0.9259259259259259,61.834654,716.69752,100.0,154.99787,0.0,105.56584,-105.56584,540.0,-105.56584
0.9242144177449169,64.561044,716.11747,100.0,155.07385,0.0,105.37249,-105.37249,541.0,-105.37249
0.922509225092251,67.287433,715.53742,100.0,155.14983,0.0,105.17914,-105.17914,542.0,-105.17914
0.9208103130755064,70.013823,714.95737,100.0,155.22581,0.0,104.98579,-104.98579,543.0,-104.98579
0.9191176470588235,72.740212,714.37732,100.0,155.30179,0.0,104.79244,-104.79244,544.0,-104.79244
0.9174311926605505,75.466602,713.79727,100.0,155.37777,0.0,104.59909,-104.59909,545.0,-104.59909
0.9157509157509157,78.192992,713.21722,100.0,155.45375,0.0,104.40574,-104.40574,546.0,-104.40574
0.9140767824497258,80.919381,712.63717,100.0,155.52972,0.0,104.21239,-104.21239,547.0,-104.21239
0.9124087591240876,83.645771,712.05712,100.0,155.6057,0.0,104.01904,-104.01904,548.0,-104.01904
0.9107468123861566,86.37216,711.47707,100.0,155.68168,0.0,103.82569,-103.82569,549.0,-103.82569
0.9090909090909091,89.09855,710.89702,100.0,155.75766,0.0,103.63234,-103.63234,550.0,-103.63234
0.9074410163339383,91.824939,710.31697,100.0,155.83364,0.0,103.43899,-103.43899,551.0,-103.43899
0.9057971014492754,94.551329,709.73692,100.0,155.90962,0.0,103.24564,-103.24564,552.0,-103.24564
0.9041591320072333,97.277718,709.15687,100.0,155.9856,0.0,103.05229,-103.05229,553.0,-103.05229
0.9025270758122743,100.00411,708.57682,100.0,156.06158,0.0,102.85894,-102.85894,554.0,-102.85894
0.9009009009009009,102.7305,707.99677,100.0,156.13756,0.0,102.66559,-102.66559,555.0,-102.66559
0.8992805755395683,105.45689,707.41672,100.0,156.21354,0.0,102.47224,-102.47224,556.0,-102.47224
0.8976660682226212,108.18328,706.83667,100.0,156.28952,0.0,102.27889,-102.27889,557.0,-102.27889
0.8960573476702509,110.90967,706.25662,100.0,156.3655,0.0,102.08554,-102.08554,558.0,-102.08554
0.8944543828264758,113.63606,705.67656,100.0,156.44148,0.0,101.89219,-101.89219,559.0,-101.89219
0.8928571428571429,116.36245,705.09651,100.0,156.51746,0.0,101.69884,-101.69884,560.0,-101.69884
0.8912655971479501,119.08883,704.51646,100.0,156.59344,0.0,101.50549,-101.50549,561.0,-101.50549
0.8896797153024911,121.81522,703.93641,100.0,156.66941,0.0,101.31214,-101.31214,562.0,-101.31214
0.8880994671403197,124.54161,703.35636,100.0,156.74539,0.0,101.11879,-101.11879,563.0,-101.11879
0.8865248226950354,127.268,702.77631,100.0,156.82137,0.0,100.92544,-100.92544,564.0,-100.92544
0.8849557522123894,129.99439,702.19626,100.0,156.89735,0.0,100.73209,-100.73209,565.0,-100.73209
