,Glucose_input,Lactate_output,Glutamate_input,Ammonia_output
447,100.0,0.0,227.824,191.898
448,100.0,0.0,227.824,191.898
449,100.0,0.0,227.824,191.898
450,100.0,0.0,227.824,191.898
451,100.0,0.0,227.824,191.898
452,100.0,0.0,227.824,191.898
453,100.0,0.0,227.824,191.898
454,100.0,0.0,227.824,191.898
455,100.0,0.0,227.824,191.898
456,100.0,0.0,227.824,191.898
457,100.0,0.0,227.824,191.898
458,100.0,0.0,227.824,191.898
459,100.0,0.0,227.824,191.898
460,100.0,0.0,227.824,191.898
461,100.0,0.0,227.824,191.898
462,100.0,0.0,227.824,191.898
463,100.0,0.0,227.824,191.898
464,100.0,0.0,227.824,191.898
465,100.0,0.0,227.824,191.898
466,100.0,0.0,227.824,191.898
467,100.0,0.0,227.824,191.898
468,100.0,0.0,227.824,191.898
469,100.0,0.0,227.824,191.898
470,100.0,0.0,227.824,191.898
471,100.0,0.0,227.824,191.898
472,100.0,0.0,227.824,191.898
473,100.0,0.0,227.824,191.898
474,100.0,0.0,227.824,191.898
475,100.0,0.0,227.824,191.898
476,100.0,0.0,227.824,191.898
477,100.0,0.0,227.824,191.898
478,100.0,0.0,227.824,191.898
479,100.0,0.0,227.824,191.898
480,100.0,0.0,227.824,191.898
481,100.0,0.0,227.824,191.898
482,100.0,0.0,227.824,191.898
483,100.0,0.0,227.824,191.898
484,100.0,0.0,227.824,191.898
485,100.0,0.0,227.824,191.898
486,100.0,0.0,227.824,191.898
487,100.0,0.0,227.824,191.898
488,100.0,0.0,227.824,191.898
489,100.0,0.0,227.824,191.898
490,100.0,0.0,227.824,191.898
491,100.0,0.0,227.824,191.898
492,100.0,0.0,227.824,191.898
493,100.0,0.0,227.824,191.898
494,100.0,0.0,227.824,191.898
495,100.0,0.0,227.824,191.898
496,100.0,0.0,227.824,191.898
497,100.0,0.0,227.824,191.898
498,100.0,0.0,227.824,191.898
499,100.0,0.0,227.824,191.898
500,100.0,0.0,227.824,191.898
501,100.0,0.0,227.824,191.898
502,100.0,0.0,227.824,191.898
503,100.0,0.0,227.824,191.898
504,100.0,0.0,227.824,191.898
505,100.0,0.0,227.824,191.898
506,100.0,0.0,227.824,191.898
507,100.0,0.0,227.824,191.898
508,100.0,0.0,227.824,191.898
509,100.0,0.0,227.824,191.898
510,100.0,0.0,227.824,191.898
511,100.0,0.0,227.824,191.898
512,100.0,0.0,227.824,191.898
513,100.0,0.0,227.824,191.898
514,100.0,0.0,227.824,191.898
515,100.0,0.0,227.824,191.898
516,100.0,0.0,227.824,191.898
517,100.0,0.0,227.824,191.898
518,100.0,0.0,227.824,191.898
519,100.0,0.0,227.824,191.898
520,100.0,0.0,227.824,191.898
521,100.0,0.0,227.824,191.898
522,100.0,0.0,227.824,191.898
523,100.0,0.0,227.824,191.898
524,100.0,0.0,227.824,191.898
525,100.0,0.0,227.824,191.898
526,100.0,0.0,227.824,191.898
527,100.0,0.0,227.824,191.898
528,100.0,0.0,227.824,191.898
529,100.0,0.0,227.824,191.898
530,100.0,0.0,227.824,191.898
531,100.0,0.0,227.824,191.898
532,100.0,0.0,227.824,191.898
533,100.0,0.0,227.824,191.898
534,100.0,0.0,227.824,191.898
535,100.0,0.0,227.824,191.898
536,100.0,0.0,227.824,191.898
537,100.0,0.0,227.824,191.898
538,100.0,0.0,227.824,191.898
539,100.0,0.0,227.824,191.898
540,100.0,0.0,227.824,191.898
541,100.0,0.0,227.824,191.898
542,100.0,0.0,227.824,191.898
543,100.0,0.0,227.824,191.898
544,100.0,0.0,227.824,191.898
545,100.0,0.0,227.824,191.898
546,100.0,0.0,227.824,191.898
547,100.0,0.0,227.824,191.898
548,100.0,0.0,227.824,191.898
549,100.0,0.0,227.824,191.898
550,100.0,0.0,227.824,191.898
551,100.0,0.0,227.824,191.898
552,100.0,0.0,227.824,191.898
553,100.0,0.0,227.824,191.898
554,100.0,0.0,227.824,191.898
555,100.0,0.0,227.824,191.898
556,100.0,0.0,227.824,191.898
557,100.0,0.0,227.824,191.898
558,100.0,0.0,227.824,191.898
559,100.0,0.0,227.824,191.898
560,100.0,0.0,227.824,191.898
561,100.0,0.0,227.824,191.898
562,100.0,0.0,227.824,191.898
563,100.0,0.0,227.824,191.898
564,100.0,0.0,227.824,191.898
565,100.0,0.0,227.824,191.898
566,100.0,0.0,227.824,191.898
567,100.0,0.0,227.824,191.898
568,100.0,0.0,227.824,191.898
569,100.0,0.0,227.824,191.898
570,100.0,0.0,227.824,191.898
571,100.0,0.0,227.824,191.898
572,100.0,0.0,227.824,191.898
573,100.0,0.0,227.824,191.898
574,100.0,0.0,227.824,191.898
575,100.0,0.0,227.824,191.898
576,100.0,0.0,227.824,191.898
577,100.0,0.0,227.824,191.898
578,100.0,0.0,227.824,191.898
579,100.0,0.0,227.824,191.898
580,100.0,0.0,227.824,191.898
581,100.0,0.0,227.824,191.898
582,100.0,0.0,227.824,191.898
583,100.0,0.0,227.824,191.898
584,100.0,0.0,227.824,191.898
585,100.0,0.0,227.824,191.898
586,100.0,0.0,227.824,191.898
587,100.0,0.0,227.824,191.898
588,100.0,0.0,227.824,191.898
589,100.0,0.0,227.824,191.898
590,100.0,0.0,227.824,191.898
591,100.0,0.0,227.824,191.898
592,100.0,0.0,227.824,191.898
593,100.0,0.0,227.824,191.898
594,100.0,0.0,227.824,191.898
595,100.0,0.0,227.824,191.898
596,100.0,0.0,227.824,191.898
597,100.0,0.0,227.824,191.898
598,100.0,0.0,227.824,191.898
599,100.0,0.0,227.824,191.898
600,100.0,0.0,227.824,191.898
601,100.0,0.0,227.824,191.898
602,100.0,0.0,227.824,191.898
603,100.0,0.0,227.824,191.898
604,100.0,0.0,227.824,191.898
605,100.0,0.0,227.824,191.898
606,100.0,0.0,227.824,191.898
607,100.0,0.0,227.824,191.898
608,100.0,0.0,227.824,191.898
609,100.0,0.0,227.824,191.898
610,100.0,0.0,227.824,191.898
611,100.0,0.0,227.824,191.898
612,100.0,0.0,227.824,191.898
613,100.0,0.0,227.824,191.898
614,100.0,0.0,227.824,191.898
615,100.0,0.0,227.824,191.898
616,100.0,0.0,227.824,191.898
617,100.0,0.0,227.824,191.898
618,100.0,0.0,227.824,191.898
619,100.0,0.0,227.824,191.898
620,100.0,0.0,227.824,191.898
621,100.0,0.0,227.824,191.898
622,100.0,0.0,227.824,191.898
623,100.0,0.0,227.824,191.898
624,100.0,0.0,227.824,191.898
625,100.0,0.0,227.824,191.898
626,100.0,0.0,227.824,191.898
627,100.0,0.0,227.824,191.898
628,100.0,0.0,227.824,191.898
629,100.0,0.0,227.824,191.898
630,100.0,0.0,227.824,191.898
631,100.0,0.0,227.824,191.898
632,100.0,0.0,227.824,191.898
633,100.0,0.0,227.824,191.898
634,100.0,0.0,227.824,191.898
635,100.0,0.0,227.824,191.898
636,100.0,0.0,227.824,191.898
637,100.0,0.0,227.824,191.898
638,100.0,0.0,227.824,191.898
639,100.0,0.0,227.824,191.898
640,100.0,0.0,227.824,191.898
641,100.0,0.0,227.824,191.898
642,100.0,0.0,227.824,191.898
643,100.0,0.0,227.824,191.898
644,100.0,0.0,227.824,191.898
645,100.0,0.0,227.824,191.898
646,100.0,0.0,227.824,191.898
647,100.0,0.0,227.824,191.898
648,100.0,0.0,227.824,191.898
649,100.0,0.0,227.824,191.898
650,100.0,0.0,227.824,191.898
651,100.0,0.0,227.824,191.898
652,100.0,0.0,227.824,191.898
653,100.0,0.0,227.824,191.898
654,100.0,0.0,227.824,191.898
655,100.0,0.0,227.824,191.898
656,100.0,0.0,227.824,191.898
657,100.0,0.0,227.824,191.898
658,100.0,0.0,227.824,191.898
659,100.0,0.0,227.824,191.898
660,100.0,0.0,227.824,191.898
661,100.0,0.0,227.824,191.898
662,100.0,0.0,227.824,191.898
663,100.0,0.0,227.824,191.898
664,100.0,0.0,227.824,191.898
665,100.0,0.0,227.824,191.898
666,100.0,0.0,227.824,191.898
667,100.0,0.0,227.824,191.898
668,100.0,0.0,227.824,191.898
669,100.0,0.0,227.824,191.898
670,100.0,0.0,227.824,191.898
671,100.0,0.0,227.824,191.898
672,100.0,0.0,227.824,191.898
673,100.0,0.0,227.824,191.898
674,100.0,0.0,227.824,191.898
675,100.0,0.0,227.824,191.898
676,100.0,0.0,227.824,191.898
677,100.0,0.0,227.824,191.898
678,100.0,0.0,227.824,191.898
679,100.0,0.0,227.824,191.898
680,100.0,0.0,227.824,191.898
681,100.0,0.0,227.824,191.898
682,100.0,0.0,227.824,191.898
683,100.0,0.0,227.824,191.898
684,100.0,0.0,227.824,191.898
685,100.0,0.0,227.824,191.898
686,100.0,0.0,227.824,191.898
687,100.0,0.0,227.824,191.898
688,100.0,0.0,227.824,191.898
689,100.0,0.0,227.824,191.898
690,100.0,0.0,227.824,191.898
691,100.0,0.0,227.824,191.898
692,100.0,0.0,227.824,191.898
693,100.0,0.0,227.824,191.898
694,100.0,0.0,227.824,191.898
695,100.0,0.0,227.824,191.898
696,100.0,0.0,227.824,191.898
697,100.0,0.0,227.824,191.898
698,100.0,0.0,227.824,191.898
699,100.0,0.0,227.824,191.898
700,100.0,0.0,227.824,191.898
701,100.0,0.0,227.824,191.898
702,100.0,0.0,227.824,191.898
703,100.0,0.0,227.824,191.898
704,100.0,0.0,227.824,191.898
705,100.0,0.0,227.824,191.898
706,100.0,0.0,227.824,191.898
707,100.0,0.0,227.824,191.898
708,100.0,0.0,227.824,191.898
709,100.0,0.0,227.824,191.898
710,100.0,0.0,227.824,191.898
711,100.0,0.0,227.824,191.898
712,100.0,0.0,227.824,191.898
713,100.0,0.0,227.824,191.898
714,100.0,0.0,227.824,191.898
715,100.0,0.0,227.824,191.898
716,100.0,0.0,227.824,191.898
717,100.0,0.0,227.824,191.898
718,100.0,0.0,227.824,191.898
719,100.0,0.0,227.824,191.898
720,100.0,0.0,227.824,191.898
721,100.0,0.0,227.824,191.898
722,100.0,0.0,227.824,191.898
723,100.0,0.0,227.824,191.898
724,100.0,0.0,227.824,191.898
725,100.0,0.0,227.824,191.898
726,100.0,0.0,227.824,191.898
727,100.0,0.0,227.824,191.898
728,100.0,0.0,227.824,191.898
729,100.0,0.0,227.824,191.898
730,100.0,0.0,227.824,191.898
731,100.0,0.0,227.824,191.898
732,100.0,0.0,227.824,191.898
733,100.0,0.0,227.824,191.898
734,100.0,0.0,227.824,191.898
735,100.0,0.0,227.824,191.898
736,100.0,0.0,227.824,191.898
737,100.0,0.0,227.824,191.898
738,100.0,0.0,227.824,191.898
739,100.0,0.0,227.824,191.898
740,100.0,0.0,227.824,191.898
741,100.0,0.0,227.824,191.898
742,100.0,0.0,227.824,191.898
743,100.0,0.0,227.824,191.898
744,100.0,0.0,227.824,191.898
745,100.0,0.0,227.824,191.898
746,100.0,0.0,227.824,191.898
747,100.0,0.0,227.824,191.898
748,100.0,0.0,227.824,191.898
749,100.0,0.0,227.824,191.898
750,100.0,0.0,227.824,191.898
751,100.0,0.0,227.824,191.898
752,100.0,0.0,227.824,191.898
753,100.0,0.0,227.824,191.898
754,100.0,0.0,227.824,191.898
755,100.0,0.0,227.824,191.898
756,100.0,0.0,227.824,191.898
757,100.0,0.0,227.824,191.898
758,100.0,0.0,227.824,191.898
759,100.0,0.0,227.824,191.898
760,100.0,0.0,227.824,191.898
761,100.0,0.0,227.824,191.898
762,100.0,0.0,227.824,191.898
763,100.0,0.0,227.824,191.898
764,100.0,0.0,227.824,191.898
765,100.0,0.0,227.824,191.898
766,100.0,0.0,227.824,191.898
767,100.0,0.0,227.824,191.898
768,100.0,0.0,227.824,191.898
769,100.0,0.0,227.824,191.898
770,100.0,0.0,227.824,191.898
771,100.0,0.0,227.824,191.898
772,100.0,0.0,227.824,191.898
773,100.0,0.0,227.824,191.898
774,100.0,0.0,227.824,191.898
775,100.0,0.0,227.824,191.898
776,100.0,0.0,227.824,191.898
777,100.0,0.0,227.824,191.898
778,100.0,0.0,227.824,191.898
779,100.0,0.0,227.824,191.898
780,100.0,0.0,227.824,191.898
781,100.0,0.0,227.824,191.898
782,100.0,0.0,227.824,191.898
783,100.0,0.0,227.824,191.898
784,100.0,0.0,227.824,191.898
785,100.0,0.0,227.824,191.898
786,100.0,0.0,227.824,191.898
787,100.0,0.0,227.824,191.898
788,100.0,0.0,227.824,191.898
789,100.0,0.0,227.824,191.898
790,100.0,0.0,227.824,191.898
791,100.0,0.0,227.824,191.898
792,100.0,0.0,227.824,191.898
793,100.0,0.0,227.824,191.898
794,100.0,0.0,227.824,191.898
795,100.0,0.0,227.824,191.898
796,100.0,0.0,227.824,191.898
797,100.0,0.0,227.824,191.898
798,100.0,0.0,227.824,191.898
799,100.0,0.0,227.824,191.898
800,100.0,0.0,227.824,191.898
801,100.0,0.0,227.824,191.898
802,100.0,0.0,227.824,191.898
803,100.0,0.0,227.824,191.898
804,100.0,0.0,227.824,191.898
805,100.0,0.0,227.824,191.898
806,100.0,0.0,227.824,191.898
807,100.0,0.0,227.824,191.898
808,100.0,0.0,227.824,191.898
809,100.0,0.0,227.824,191.898
810,100.0,0.0,227.824,191.898
811,100.0,0.0,227.824,191.898
812,100.0,0.0,227.824,191.898
813,100.0,0.0,227.824,191.898
814,100.0,0.0,227.824,191.898
815,100.0,0.0,227.824,191.898
816,100.0,0.0,227.824,191.898
817,100.0,0.0,227.824,191.898
818,100.0,0.0,227.824,191.898
819,100.0,0.0,227.824,191.898
820,100.0,0.0,227.824,191.898
821,100.0,0.0,227.824,191.898
822,100.0,0.0,227.824,191.898
823,100.0,0.0,227.824,191.898
824,100.0,0.0,227.824,191.898
825,100.0,0.0,227.824,191.898
826,100.0,0.0,227.824,191.898
827,100.0,0.0,227.824,191.898
828,100.0,0.0,227.824,191.898
829,100.0,0.0,227.824,191.898
830,100.0,0.0,227.824,191.898
831,100.0,0.0,227.824,191.898
832,100.0,0.0,227.824,191.898
833,100.0,0.0,227.824,191.898
834,100.0,0.0,227.824,191.898
835,100.0,0.0,227.824,191.898
836,100.0,0.0,227.824,191.898
837,100.0,0.0,227.824,191.898
838,100.0,0.0,227.824,191.898
839,100.0,0.0,227.824,191.898
840,100.0,0.0,227.824,191.898
841,100.0,0.0,227.824,191.898
842,100.0,0.0,227.824,191.898
843,100.0,0.0,227.824,191.898
844,100.0,0.0,227.824,191.898
845,100.0,0.0,227.824,191.898
846,100.0,0.0,227.824,191.898
847,100.0,0.0,227.824,191.898
848,100.0,0.0,227.824,191.898
849,100.0,0.0,227.824,191.898
850,100.0,0.0,227.824,191.898
851,100.0,0.0,227.824,191.898
852,100.0,0.0,227.824,191.898
853,100.0,0.0,227.824,191.898
854,100.0,0.0,227.824,191.898
855,100.0,0.0,227.824,191.898
856,100.0,0.0,227.824,191.898
857,100.0,0.0,227.824,191.898
858,100.0,0.0,227.824,191.898
859,100.0,0.0,227.824,191.898
860,100.0,0.0,227.824,191.898
861,100.0,0.0,227.824,191.898
862,100.0,0.0,227.824,191.898
863,100.0,0.0,227.824,191.898
864,100.0,0.0,227.824,191.898
865,100.0,0.0,227.824,191.898
866,100.0,0.0,227.824,191.898
867,100.0,0.0,227.824,191.898
868,100.0,0.0,227.824,191.898
869,100.0,0.0,227.824,191.898
870,100.0,0.0,227.824,191.898
871,100.0,0.0,227.824,191.898
872,100.0,0.0,227.824,191.898
873,100.0,0.0,227.824,191.898
874,100.0,0.0,227.824,191.898
875,100.0,0.0,227.824,191.898
876,100.0,0.0,227.824,191.898
877,100.0,0.0,227.824,191.898
878,100.0,0.0,227.824,191.898
879,100.0,0.0,227.824,191.898
880,100.0,0.0,227.824,191.898
881,100.0,0.0,227.824,191.898
882,100.0,0.0,227.824,191.898
883,100.0,0.0,227.824,191.898
884,100.0,0.0,227.824,191.898
885,100.0,0.0,227.824,191.898
886,100.0,0.0,227.824,191.898
887,100.0,0.0,227.824,191.898
888,100.0,0.0,227.824,191.898
889,100.0,0.0,227.824,191.898
890,100.0,0.0,227.824,191.898
891,100.0,0.0,227.824,191.898
892,100.0,0.0,227.824,191.898
893,100.0,0.0,227.824,191.898
894,100.0,0.0,227.824,191.898
895,100.0,0.0,227.824,191.898
896,100.0,0.0,227.824,191.898
897,100.0,0.0,227.824,191.898
898,100.0,0.0,227.824,191.898
899,100.0,0.0,227.824,191.898
900,100.0,0.0,227.824,191.898
901,100.0,0.0,227.824,191.898
902,100.0,0.0,227.824,191.898
903,100.0,0.0,227.824,191.898
904,100.0,0.0,227.824,191.898
905,100.0,0.0,227.824,191.898
906,100.0,0.0,227.824,191.898
907,100.0,0.0,227.824,191.898
908,100.0,0.0,227.824,191.898
909,100.0,0.0,227.824,191.898
910,100.0,0.0,227.824,191.898
911,100.0,0.0,227.824,191.898
912,100.0,0.0,227.824,191.898
913,100.0,0.0,227.824,191.898
914,100.0,0.0,227.824,191.898
915,100.0,0.0,227.824,191.898
916,100.0,0.0,227.824,191.898
917,100.0,0.0,227.824,191.898
918,100.0,0.0,227.824,191.898
919,100.0,0.0,227.824,191.898
920,100.0,0.0,227.824,191.898
921,100.0,0.0,227.824,191.898
922,100.0,0.0,227.824,191.898
923,100.0,0.0,227.824,191.898
924,100.0,0.0,227.824,191.898
925,100.0,0.0,227.824,191.898
926,100.0,0.0,227.824,191.898
927,100.0,0.0,227.824,191.898
928,100.0,0.0,227.824,191.898
929,100.0,0.0,227.824,191.898
930,100.0,0.0,227.824,191.898
931,100.0,0.0,227.824,191.898
932,100.0,0.0,227.824,191.898
933,100.0,0.0,227.824,191.898
934,100.0,0.0,227.824,191.898
935,100.0,0.0,227.824,191.898
936,100.0,0.0,227.824,191.898
937,100.0,0.0,227.824,191.898
938,100.0,0.0,227.824,191.898
939,100.0,0.0,227.824,191.898
940,100.0,0.0,227.824,191.898
941,100.0,0.0,227.824,191.898
942,100.0,0.0,227.824,191.898
943,100.0,0.0,227.824,191.898
944,100.0,0.0,227.824,191.898
945,100.0,0.0,227.824,191.898
946,100.0,0.0,227.824,191.898
947,100.0,0.0,227.824,191.898
948,100.0,0.0,227.824,191.898
949,100.0,0.0,227.824,191.898
950,100.0,0.0,227.824,191.898
951,100.0,0.0,227.824,191.898
952,100.0,0.0,227.824,191.898
953,100.0,0.0,227.824,191.898
954,100.0,0.0,227.824,191.898
955,100.0,0.0,227.824,191.898
956,100.0,0.0,227.824,191.898
957,100.0,0.0,227.824,191.898
958,100.0,0.0,227.824,191.898
959,100.0,0.0,227.824,191.898
960,100.0,0.0,227.824,191.898
961,100.0,0.0,227.824,191.898
962,100.0,0.0,227.824,191.898
963,100.0,0.0,227.824,191.898
964,100.0,0.0,227.824,191.898
965,100.0,0.0,227.824,191.898
966,100.0,0.0,227.824,191.898
967,100.0,0.0,227.824,191.898
968,100.0,0.0,227.824,191.898
969,100.0,0.0,227.824,191.898
970,100.0,0.0,227.824,191.898
971,100.0,0.0,227.824,191.898
972,100.0,0.0,227.824,191.898
973,100.0,0.0,227.824,191.898
974,100.0,0.0,227.824,191.898
975,100.0,0.0,227.824,191.898
976,100.0,0.0,227.824,191.898
977,100.0,0.0,227.824,191.898
978,100.0,0.0,227.824,191.898
979,100.0,0.0,227.824,191.898
980,100.0,0.0,227.824,191.898
981,100.0,0.0,227.824,191.898
982,100.0,0.0,227.824,191.898
983,100.0,0.0,227.824,191.898
984,100.0,0.0,227.824,191.898
985,100.0,0.0,227.824,191.898
986,100.0,0.0,227.824,191.898
987,100.0,0.0,227.824,191.898
988,100.0,0.0,227.824,191.898
989,100.0,0.0,227.824,191.898
990,100.0,0.0,227.824,191.898
991,100.0,0.0,227.824,191.898
992,100.0,0.0,227.824,191.898
993,100.0,0.0,227.824,191.898
994,100.0,0.0,227.824,191.898
995,100.0,0.0,227.824,191.898
996,100.0,0.0,227.824,191.898
997,100.0,0.0,227.824,191.898
998,100.0,0.0,227.824,191.898
999,100.0,0.0,227.824,191.898
